title,author,rating,genres
"nudge: improving decisions about health, wealth, and happiness",richard h. thaler,7.68,documentary
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
spoon river anthology,edgar lee masters,8.04,history
"grass (arbai, #1)",sheri s. tepper,8.06,science fiction
diary of a freedom writer: the experience,darrius garrett,8.5,documentary
"fire of stars and dragons (stars and souls, #1)",melissa petreshock,7.26,fantasy
false step,victoria helen stone,7.22,thriller
the ballad of black tom,victor lavalle,7.74,horror
"the secret of skeleton island (alfred hitchcock and the three investigators, #6)",robert arthur,7.74,mystery
musical chairs,jennifer knox,8.36,documentary
all of the rogers,erin lockwood,8.22,romance
"the capture (guardians of ga'hoole, #1)",kathryn lasky,7.84,fantasy
天官赐福 [tiān guān cì fú],mò xiāng tóng xiù,9.46,fantasy
leaving isn't the hardest thing,lauren  hough,6.68,documentary
"he, she and it",marge piercy,7.96,science fiction
"going clear: scientology, hollywood, and the prison of belief",lawrence wright,8.08,documentary
"airborn (matt cruse, #1)",kenneth oppel,8.36,fantasy
de brief voor de koning (de brief voor de koning #1),tonke dragt,8.34,fantasy
letter to a child never born,oriana fallaci,7.94,documentary
the cask of amontillado,edgar allan poe,8.16,horror
"the ring of solomon (bartimaeus, #0.5)",jonathan stroud,8.42,fantasy
"all my life (first things, #1)",rucy ban,7.04,romance
the girl in the toile wallpaper (the star writers trilogy #1),mary k. savarese,8.54,fantasy
the interpretation of dreams,sigmund freud,7.68,documentary
"the devil's eyes (the devil's eyes, #1)",jennifer loren,7.7,romance
"house of many ways (howl's moving castle, #3)",diana wynne jones,8.12,fantasy
perfect match,jodi picoult,7.94,drama
...and ladies of the club,helen hooven santmyer,8.28,history
"the asset (lance spector, #1)",saul herzog,8.6,thriller
wise children,angela carter,7.82,history
fugitive pieces,anne michaels,7.84,history
"drums, girls & dangerous pie",jordan sonnenblick,8.48,family
"chronicles, volume one",bob dylan,7.94,documentary
"twice tempted (night prince, #2)",jeaniene frost,8.52,fantasy
"tempt me at twilight (the hathaways, #3)",lisa kleypas,8.32,romance
magic's promise (the last herald-mage #2),mercedes lackey,8.44,fantasy
the heretic queen,michelle moran,8.42,history
stars in my pocket like grains of sand,samuel r. delany,7.66,science fiction
"the secret (highlands' lairds, #1)",julie garwood,8.5,romance
"first contact (aoleon the martian girl, #1)",brent levasseur,8.04,fantasy
"killing sarai (in the company of killers, #1)",j.a. redmerski,8.18,romance
scar tissue,anthony kiedis,8.22,documentary
the death of mrs. westaway,ruth ware,7.62,mystery
"crier's war (crier's war, #1)",nina varela,8.28,fantasy
normal people,sally rooney,7.62,romance
"something witchy this way comes (something witchy, #1)",veronica blade,7.64,horror
"wicked deeds on a winter's night (immortals after dark, #3)",kresley cole,8.68,romance
the fisherman,john  langan,7.88,horror
forget you,jennifer echols,7.56,romance
the world without us,alan weisman,7.62,documentary
"black dawn (the morganville vampires, #12)",rachel caine,8.48,fantasy
the wednesday wars,gary d. schmidt,8.22,history
coriolanus,william shakespeare,7.44,drama
"and only to deceive (lady emily, #1)",tasha alexander,7.5,mystery
"the dentist (ds cross mysteries, #1)",tim  sullivan,8.44,mystery
"salamandastron (redwall, #5)",brian jacques,8.18,fantasy
"five children and it (five children, #1)",e. nesbit,7.72,fantasy
"the healer's apprentice (hagenheim, #1)",melanie dickerson,7.64,history
"king solomon's mines (allan quatermain, #1)",h. rider haggard,7.58,adventure
wilder girls,rory power,6.92,horror
doctors,erich segal,8.12,romance
"own the wind (chaos, #1)",kristen ashley,8.38,romance
rising strong: the reckoning. the rumble. the revolution.,brené brown,8.5,documentary
upgrade,blake crouch,7.62,science fiction
ingo,helen dunmore,7.88,fantasy
monster,frank e. peretti,7.64,horror
the hellbound heart,clive barker,8.14,horror
the husband,dean koontz,7.62,thriller
the sicilian,mario puzo,8.02,crime
somewhere in time,richard matheson,7.7,science fiction
"fire with fire (burn for burn, #2)",jenny han,8.1,romance
bloodline,sidney sheldon,7.7,thriller
from the corner of his eye,dean koontz,8.12,horror
"wayside school is falling down (wayside school, #2)",louis sachar,8.32,comedy
"throne of glass (throne of glass, #1)",sarah j. maas,8.38,fantasy
"inside the shadow city (kiki strike, #1)",kirsten miller,8.14,mystery
"down to you (the bad boys, #1)",michelle leighton,8.06,romance
she gets the girl,rachael lippincott,8.28,romance
all the ways we said goodbye,beatriz williams,8.08,history
"these old shades (alastair-audley, #1)",georgette heyer,8.2,romance
the devil's arithmetic,jane yolen,8.04,history
"the monuments men: allied heroes, nazi thieves, and the greatest treasure hunt in history",robert m. edsel,7.58,history
"voice of the gods (age of the five, #3)",trudi canavan,8.2,fantasy
saint joan,george bernard shaw,7.52,drama
"spellbound (spellbound, #1)",cara lynn shultz,7.76,horror
the assiduous quest of tobias hopkins: the complete novel,james faro,8.2,mystery
redshirts,john scalzi,7.72,science fiction
rage,richard bachman,7.48,horror
"the tail of emily windsnap (emily windsnap, #1)",liz kessler,7.86,fantasy
"daughter of the moon goddess (the celestial kingdom duology, #1)",sue lynn tan,8.26,fantasy
brain damage,freida mcfadden,8.38,thriller
"stone of farewell (memory, sorrow, and thorn, #2)",tad williams,8.18,fantasy
"memory (vorkosigan saga, #10)",lois mcmaster bujold,8.86,science fiction
"spring snow (the sea of fertility, #1)",yukio mishima,8.32,history
the regulators,richard bachman,7.44,thriller
the sign of the beaver,elizabeth george speare,7.7,history
memoirs of a teenage amnesiac,gabrielle zevin,7.34,romance
homecoming: the assiduous quest of tobias hopkins - part one,james faro,9.0,adventure
the dirt: confessions of the world's most notorious rock band,neil strauss,8.26,documentary
the upside of falling,alex light,7.24,romance
"the princess and the goblin  (princess irene and curdie, #1)",george macdonald,8.02,fantasy
"pride (shifters, #3)",rachel vincent,8.3,fantasy
the sandman: endless nights,neil gaiman,8.66,animation
escape from freedom,erich fromm,8.54,documentary
public information,rolf margenau,8.34,war
the snowball: warren buffett and the business of life,alice schroeder,8.28,documentary
animal liberation,peter singer,8.6,documentary
the first to die at the end,adam silvera,8.1,romance
"shopaholic ties the knot (shopaholic, #3)",sophie kinsella,7.58,romance
"demon in my view (den of shadows, #2)",amelia atwater-rhodes,8.08,fantasy
india after gandhi: the history of the world's largest democracy,ramachandra guha,8.78,history
"the invisible ring (the black jewels, #4)",anne bishop,8.18,fantasy
shahnameh: the persian book of kings,abolqasem ferdowsi,9.02,history
memories of midnight,sidney sheldon,7.46,thriller
"cinema of shadows (harmony, indiana, #2)",michael  west,7.42,horror
bonk: the curious coupling of science and sex,mary roach,7.7,documentary
"tres meses (meses a tu lado, #3)",joana marcús,8.84,romance
evelina,frances burney,7.38,romance
the fortress of solitude,jonathan lethem,7.68,history
today tonight tomorrow,rachel lynn solomon,8.22,romance
"confessions of a murder suspect (confessions, #1)",james patterson,7.76,mystery
in order to live: a north korean girl's journey to freedom,yeonmi park,8.98,documentary
april fool's day,bryce courtenay,8.4,documentary
"the belgariad boxed set: pawn of prophecy / queen of sorcery / magician's gambit / castle of wizardry / enchanters' end game (the belgariad, #1-5)",david eddings,8.58,fantasy
it's not about the bike: my journey back to life,lance armstrong,7.4,documentary
"pure (pure, #1)",julianna baggott,7.46,science fiction
"the 101 dalmatians (the hundred and one dalmatians, #1)",dodie smith,8.24,fantasy
"a monstrous regiment of women (mary russell and sherlock holmes, #2)",laurie r. king,8.08,mystery
"spook house (harmony, indiana, #3)",michael  west,7.6,horror
"stalingrad: the fateful siege, 1942–1943",antony beevor,8.64,history
charly,jack weyland,7.94,romance
"dragondrums (harper hall, #3)",anne mccaffrey,8.2,fantasy
fool me once,harlan coben,7.9,mystery
"new moon: the complete illustrated movie companion (the twilight saga: the official illustrated movie companion, #2)",mark cotta vaz,8.56,fantasy
"berserk, vol. 1 (berserk, #1)",kentaro miura,8.96,fantasy
"dead beautiful (dead beautiful, #1)",yvonne woon,7.92,fantasy
"the rise of endymion (hyperion cantos, #4)",dan simmons,8.34,science fiction
"the secret adversary (tommy and tuppence mysteries, #1)",agatha christie,7.7,mystery
"perfect timing (kendrick/coulter/harrigan, #11)",catherine anderson,8.22,romance
sir gawain and the green knight,unknown,7.5,fantasy
percy jackson & the olympians:  the ultimate guide,rick riordan,8.14,fantasy
"the cold moon (lincoln rhyme, #7)",jeffery deaver,8.12,mystery
war's unwomanly face,svetlana alexievich,9.02,documentary
"paper princess (the royals, #1)",erin watt,7.88,romance
but what if we're wrong? thinking about the present as if it were the past,chuck klosterman,7.32,documentary
"it ends with us (it ends with us, #1)",colleen hoover,8.44,romance
warriors box set,erin hunter,9.16,fantasy
"royal blood (vampire kisses, #6)",ellen schreiber,8.2,fantasy
"the murders in the rue morgue (c. auguste dupin, #1)",edgar allan poe,7.66,mystery
"stranded with a billionaire (billionaire boys club, #1)",jessica clare,7.64,romance
pan,knut hamsun,7.72,romance
"the war i finally won (the war that saved my life, #2)",kimberly brubaker bradley,8.96,history
the elephant man,christine sparks,7.94,documentary
the peacegiver: how christ offers to heal our hearts and homes,james l. ferrell,8.8,documentary
"the reluctant dom (suncoast society, #4)",tymber dalton,8.34,romance
the rule of four,ian caldwell,6.56,mystery
"binti (binti, #1)",nnedi okorafor,7.76,science fiction
"maus i: a survivor's tale: my father bleeds history (maus, #1)",art spiegelman,8.76,animation
"bloodmarked (legendborn, #2)",tracy deonn,8.74,fantasy
no great mischief,alistair macleod,8.04,history
if chins could kill: confessions of a b movie actor,bruce campbell,7.88,documentary
"the soldiers of halla (pendragon, #10)",d.j. machale,8.54,fantasy
under milk wood,dylan thomas,8.06,drama
the improbable wonders of moojie littleman,robin  gregory,8.46,fantasy
the deptford trilogy,robertson davies,8.64,fantasy
"misguided angel (blue bloods, #5)",melissa de la cruz,7.86,fantasy
"bad girls don't die (bad girls don't die, #1)",katie alender,8.04,horror
"echo (soul seekers, #2)",alyson noel,7.76,fantasy
"jewels of the sun (gallaghers of ardmore, #1)",nora roberts,8.44,romance
the decline and fall of the roman empire,edward gibbon,8.02,history
headhunters,jo nesbø,7.6,crime
the unabridged journals of sylvia plath,sylvia plath,8.46,documentary
"grave sight (harper connelly, #1)",charlaine harris,7.72,mystery
"sent (the missing, #2)",margaret peterson haddix,7.9,science fiction
the time of my life,cecelia ahern,7.72,romance
"the oldest dance (wisdom revolution, #2)",misba,9.18,fantasy
"fate (my blood approves, #2)",amanda hocking,7.94,fantasy
"addicted after all (addicted, #5)",krista ritchie,8.96,romance
the temple of my familiar,alice walker,8.1,history
"the case-book of sherlock holmes (sherlock holmes, #9)",arthur conan doyle,8.28,mystery
the school for scandal,richard brinsley sheridan,7.24,drama
"curse of the bane (the last apprentice / wardstone chronicles, #2)",joseph   delaney,8.24,fantasy
alone with you in the ether,olivie blake,7.8,romance
"sever (the chemical garden, #3)",lauren destefano,7.58,science fiction
the little paris bookshop,nina george,7.02,romance
stand on zanzibar,john brunner,7.88,science fiction
"american assassin (mitch rapp, #1)",vince flynn,8.5,thriller
danse macabre,stephen king,7.32,horror
"rock chick rescue (rock chick, #2)",kristen ashley,8.6,romance
172 hours on the moon,johan harstad,7.08,horror
drop city,t. coraghessan boyle,7.64,history
good wives,louisa may alcott,7.94,romance
ghettoside: a true story of murder in america,jill leovy,8.14,documentary
"heartless (tales of goldstone wood, #1)",anne elisabeth stengl,7.52,fantasy
civilization and its discontents,sigmund freud,7.58,documentary
"the jewel (the lone city, #1)",amy ewing,7.72,fantasy
prelude to foundation,isaac asimov,8.3,science fiction
frankie the ferret,kimberley   paterson,8.68,drama
"dark fire (dark, #6)",christine feehan,8.64,romance
discipline and punish: the birth of the prison,michel foucault,8.46,documentary
cleopatra: a life,stacy schiff,7.44,history
"wanted (pretty little liars, #8)",sara shepard,8.2,mystery
"dinner with a vampire (the dark heroine, #1)",abigail gibbs,7.48,fantasy
"the sword of shannara trilogy (shannara, #1-3)",terry brooks,7.94,fantasy
manufacturing consent: the political economy of the mass media,edward s. herman,8.48,documentary
"the robots of dawn (robot, #3)",isaac asimov,8.36,science fiction
why i am not a christian and other essays on religion and related subjects,bertrand russell,8.02,documentary
"the apothecary (the apothecary, #1)",maile meloy,8.12,fantasy
"dance with a vampire (vampire kisses, #4)",ellen schreiber,8.02,fantasy
"the reckoning  (welsh princes, #3)",sharon kay penman,8.92,history
wedding night,sophie kinsella,6.92,romance
cloud cuckoo land,anthony doerr,8.52,history
حول العالم في 200 يوم,أنيس منصور,8.12,documentary
de donkere kamer van damokles,willem frederik hermans,7.62,history
"the rook (the checquy files, #1)",daniel o'malley,8.2,fantasy
"lick (stage dive, #1)",kylie scott,8.14,romance
twilight eyes,dean koontz,7.84,horror
a vindication of the rights of woman,mary wollstonecraft,7.8,documentary
"hereafter (hereafter, #1)",tara hudson,7.42,horror
razorblade tears,s.a. cosby,8.2,thriller
"the missing piece (the missing piece, #1)",shel silverstein,8.54,comedy
"that wedding (that boy, #2)",jillian dodd,8.3,romance
"north! or be eaten (the wingfeather saga, #2)",andrew       peterson,9.1,fantasy
the lost apothecary,sarah penner,7.52,history
"the fire within (the last dragon chronicles, #1)",chris d'lacey,7.6,fantasy
nurtureshock: new thinking about children,po bronson,8.04,documentary
"look into my eyes (ruby redfort, #1)",lauren child,8.44,mystery
"gone (wake, #3)",lisa mcmann,7.42,fantasy
i will wait for you: eternal bliss,linda masemore pirrung,8.86,romance
the ragged trousered philanthropists,robert tressell,8.06,history
if you give a moose a muffin,laura numeroff,8.4,comedy
"chains (seeds of america, #1)",laurie halse anderson,8.2,history
shrill: notes from a loud woman,lindy west,8.34,documentary
"into the gauntlet (the 39 clues, #10)",margaret peterson haddix,7.94,mystery
"rock chick regret (rock chick, #7)",kristen ashley,9.06,romance
wish,barbara o'connor,8.66,family
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"kiss of a demon king (immortals after dark, #6)",kresley cole,8.64,romance
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"among the barons (shadow children, #4)",margaret peterson haddix,8.18,science fiction
"the dark secret (wings of fire, #4)",tui t. sutherland,8.86,fantasy
the argonauts: a memoir,maggie nelson,8.04,documentary
"infinity welcomes careful drivers (red dwarf, #1)",grant naylor,8.14,science fiction
precious bane,mary webb,8.42,history
the white album,joan didion,8.14,documentary
"divine justice (the camel club, #4)",david baldacci,8.44,thriller
"henry iv, part 2",william shakespeare,7.54,drama
mariana,susanna kearsley,8.16,history
"the world of winnie-the-pooh (winnie-the-pooh, #1-2)",a.a. milne,8.84,fantasy
"the girl in the ice (detective erika foster, #1)",robert bryndza,7.92,mystery
i miss the world,violet levoit,7.66,horror
sarum: the novel of england,edward rutherfurd,8.16,history
the iceman cometh,eugene o'neill,7.8,drama
"the innocent mage (kingmaker, kingbreaker, #1)",karen miller,7.34,fantasy
the boys from brazil,ira levin,8.12,thriller
"wintersong (wintersong, #1)",s. jae-jones,7.06,fantasy
still crazy,judy prescott marshall,8.5,drama
"the leopard (harry hole, #8)",jo nesbø,8.18,crime
the prose edda,snorri sturluson,8.32,fantasy
main street,sinclair lewis,7.56,history
"faithful place (dublin murder squad, #3)",tana french,7.98,mystery
"eado's birth (jack's reign, #3)",julie mannino,9.6,fantasy
pictures of hollis woods,patricia reilly giff,8.04,family
"the complete tales and poems of winnie-the-pooh (winnie-the-pooh, #1-4)",a.a. milne,8.96,fantasy
"archangel's consort (guild hunter, #3)",nalini singh,8.44,horror
"prisoner of night and fog (prisoner of night and fog, #1)",anne blankman,8.08,history
"intertwined (intertwined, #1)",gena showalter,7.74,horror
"lost in time (blue bloods, #6)",melissa de la cruz,8.08,fantasy
"the other queen (the plantagenet and tudor novels, #15)",philippa gregory,7.38,history
"roses (roses, #2)",leila meacham,8.14,history
ramayana,vālmīki,8.4,fantasy
"a dance with dragons 1: dreams and dust (a song of ice and fire, #5, part 1 of 2)",george r.r. martin,8.7,fantasy
"the ice princess (patrik hedström, #1)",camilla läckberg,7.5,mystery
a year in provence,peter mayle,7.98,documentary
cash,johnny cash,8.02,documentary
"sabotaged (the missing, #3)",margaret peterson haddix,7.88,science fiction
"forever in blue: the fourth summer of the sisterhood (sisterhood, #4)",ann brashares,7.64,romance
"silent scream (di kim stone, #1)",angela marsons,8.12,mystery
"edgedancer (the stormlight archive, #2.5)",brandon sanderson,8.46,fantasy
"fable (the world of the narrows, #1)",adrienne young,8.1,fantasy
revolting rhymes,roald dahl,8.28,fantasy
some girls are,courtney summers,7.74,romance
poet anderson ...of nightmares,tom delonge,8.08,fantasy
the book of jubilees,eric m. black,9.28,history
"stuck in the game (dream state saga, #1)",christopher keene,7.8,fantasy
"the removable root cause of cancers and other chronic diseases : the effort theory of evolution, chronic diseases and extinction",paul ola,7.44,documentary
last days,adam nevill,7.6,horror
little heaven,nick cutter,7.62,horror
a pickle for the knowing ones or plain truths in a homespun dress,timothy dexter,7.38,documentary
this time tomorrow,emma straub,7.6,science fiction
"skeleton creek (skeleton creek, #1)",patrick carman,8.1,mystery
just around the bend: más o menos,renée paule,8.94,documentary
"the magician's land (the magicians, #3)",lev grossman,8.28,fantasy
fated to love you (chasing the comet book 1),kayla  cunningham,9.48,romance
"something blue (darcy & rachel, #2)",emily giffin,7.88,romance
by your side,kasie west,7.72,romance
"the enchanted wood (the faraway tree, #1)",enid blyton,8.48,fantasy
a very long engagement,sébastien japrisot,7.8,history
l'avare,molière,7.2,drama
"a shadow in the ember (flesh and fire, #1)",jennifer l. armentrout,8.96,fantasy
incidents in the life of a slave girl,harriet ann jacobs,8.28,documentary
running barefoot,amy harmon,8.58,romance
the happy prince and other tales,oscar wilde,8.22,fantasy
finley’s way,julie mannino,9.42,fantasy
"warping minds & other misdemeanors (the guild codex: warped, #1)",annette marie,8.48,fantasy
the marriage act,john marrs,7.8,thriller
jo's boys,louisa may alcott,7.66,history
this thing of darkness,harry thompson,9.02,history
sostiene pereira,antonio tabucchi,8.36,history
"captured (the captive, #1)",erica stevens,8.04,fantasy
words on fire,jennifer a. nielsen,8.52,history
"stay with me (stay with me, #1)",nicole fiorina,8.16,romance
"anne of windy poplars (anne of green gables, #4)",l.m. montgomery,8.04,history
"skeleton key (alex rider, #3)",anthony horowitz,8.14,adventure
the story of art,e.h. gombrich,7.92,documentary
"first rider's call (green rider, #2)",kristen britain,8.44,fantasy
you are a badass,jen sincero,7.9,documentary
"dark needs at night's edge (immortals after dark, #4)",kresley cole,8.58,romance
god's smuggler,brother andrew,8.68,documentary
"passenger (passenger, #1)",alexandra bracken,7.52,fantasy
"son of a witch (the wicked years, #2)",gregory maguire,6.98,fantasy
under locke,mariana zapata,7.88,romance
five survive,holly  jackson,8.16,mystery
"the sight (warriors: power of three, #1)",erin hunter,8.62,fantasy
"youth in revolt: the journals of nick twisp, book one",c.d. payne,8.04,comedy
"the changeling (weald fae journals, #2)",christopher  shields,8.26,fantasy
"the evolution of calpurnia tate (calpurnia tate, #1)",jacqueline kelly,7.98,history
"a dance with dragons 2: after the feast (a song of ice and fire, #5, part 2 of 2)",george r.r. martin,8.86,fantasy
the wind through the keyhole,stephen king,8.3,fantasy
the female of the species,mindy mcginnis,8.32,mystery
"still me (me before you, #3)",jojo moyes,8.24,romance
100 fun bible facts: the exciting way to learn (100 bible facts book 1),ginger baum,9.86,documentary
the midnight library,matt haig,8.02,fantasy
the falls,joyce carol oates,7.2,history
"his last bow (sherlock holmes, #8)",arthur conan doyle,8.5,mystery
"when hitler stole pink rabbit (out of the hitler time, #1)",judith kerr,7.98,history
"awakening the fire (guardian witch, #1)",ally shields,7.48,fantasy
"awakening (the keeper, #1)",o.l. ramos,7.48,romance
in other lands,sarah rees brennan,8.7,fantasy
"rise of the ranger (the echoes saga, #1)",philip c. quaintrell,8.44,fantasy
the 7 habits of highly effective teens: the ultimate teenage success guide,sean covey,8.1,documentary
socrates in love,kyōichi katayama,7.32,romance
mindfulness living in the moment - living in the breath,amit ray,9.28,documentary
"the fates divide (carve the mark, #2)",veronica roth,7.8,fantasy
the almanack of naval ravikant: a guide to wealth and happiness,eric jorgenson,8.94,documentary
"cause of death (kay scarpetta, #7)",patricia cornwell,7.88,mystery
"smooth talking stranger (travises, #3)",lisa kleypas,8.28,romance
كليلة ودمنة,عبد الله بن المقفع,8.18,documentary
"black water (pendragon, #5)",d.j. machale,8.36,fantasy
"unscrupulous (the manhattanites, #1)",avery aster,7.4,romance
"dissolution (matthew shardlake, #1)",c.j. sansom,8.1,history
graffiti moon,cath crowley,7.76,romance
"vardaesia (the medoran chronicles, #5)",lynette noni,9.18,fantasy
last seen in lapaz,kwei quartey,8.3,mystery
apathy and other small victories,paul neilan,7.64,comedy
the naked and the dead,norman mailer,7.88,war
ديوان الإمام الشافعي,محمد بن إدريس الشافعي,8.9,documentary
dream of the red chamber,tsao hsueh-chin,8.36,history
alone on a wide wide sea,michael morpurgo,8.4,history
"seventh son (tales of alvin maker, #1)",orson scott card,7.74,fantasy
"every breath you take: a true story of obsession, revenge, and murder",ann rule,8.06,crime
"the urth of the new sun (the book of the new sun, #5)",gene wolfe,8.1,fantasy
"demons at deadnight (divinicus nex chronicles, #1)",a.  kirk,8.24,horror
"killers of the dawn (cirque du freak, #9)",darren shan,8.44,fantasy
the heretic's daughter,kathleen kent,7.56,history
the inheritance cycle (the inheritance cycle #1-4),christopher paolini,9.04,fantasy
"the bourne ultimatum (jason bourne, #3)",robert ludlum,8.14,thriller
a death in the family,james agee,7.78,history
"the hollow boy (lockwood & co., #3)",jonathan stroud,8.74,fantasy
"the elegant universe: superstrings, hidden dimensions, and the quest for the ultimate theory",brian greene,8.18,documentary
genome: the autobiography of a species in 23 chapters,matt ridley,8.1,documentary
a mother's reckoning: living in the aftermath of tragedy,sue klebold,8.26,documentary
dombey and son,charles dickens,7.9,history
"imperium (cicero, #1)",robert   harris,8.24,history
"the dangerous days of daniel x (daniel x, #1)",james patterson,7.16,science fiction
"evenfall (in the company of shadows, #1)",ais,8.38,romance
"the assassin and the pirate lord (throne of glass, #0.1)",sarah j. maas,8.4,fantasy
"the calling (endgame, #1)",james frey,7.44,fantasy
"wolf by wolf (wolf by wolf, #1)",ryan graudin,8.4,history
animorphs (animorphs #1-54),k.a. applegate,8.74,science fiction
if you could see the sun,ann liang,8.1,fantasy
"the great brain (great brain, #1)",john d. fitzgerald,8.34,history
the transall saga,gary paulsen,8.44,science fiction
"one silent night (dark-hunter, #15)",sherrilyn kenyon,8.22,romance
"the rising (darkness rising, #3)",kelley armstrong,8.24,fantasy
"the wide game (harmony, indiana, #1)",michael  west,7.76,horror
rita hayworth and shawshank redemption,stephen king,9.02,horror
"revived (forgotten, #2)",cat patrick,7.56,science fiction
"the elf queen of shannara (heritage of shannara, #3)",terry brooks,8.1,fantasy
"the tower of the swallow (the witcher, #4)",andrzej sapkowski,8.44,fantasy
"enemy of god (the warlord chronicles, #2)",bernard cornwell,8.82,history
what happened to lani garver,carol plum-ucci,8.06,mystery
fighting redemption,kate  mccarthy,8.4,romance
leo africanus,amin maalouf,8.42,history
the october country,ray bradbury,8.26,horror
"the brightest night (wings of fire, #5)",tui t. sutherland,9.14,fantasy
"queen of shadows (throne of glass, #4)",sarah j. maas,9.16,fantasy
the dress lodger,sheri holman,7.14,history
perfect you,elizabeth scott,7.38,romance
"behemoth (leviathan, #2)",scott westerfeld,8.34,fantasy
"they both die at the end (death-cast, #1)",adam silvera,7.56,romance
"the hidden (the hollow, #3)",jessica verday,8.26,horror
fevre dream,george r.r. martin,7.78,fantasy
"hidden (house of night, #10)",p.c. cast,7.98,fantasy
barney's version,mordecai richler,8.32,comedy
this star won't go out: the life and words of esther grace earl,esther earl,8.3,documentary
mygale,thierry jonquet,7.84,horror
why not me?,mindy kaling,7.82,documentary
the house on the strand,daphne du maurier,7.68,history
the body in the library,agatha christie,7.66,mystery
"deep storm (jeremy logan, #1)",lincoln child,7.8,thriller
"the ambassador's mission (traitor spy trilogy, #1)",trudi canavan,7.86,fantasy
king of the wind: the story of the godolphin arabian,marguerite henry,8.42,history
"the friday night knitting club (friday night knitting club, #1)",kate jacobs,6.88,romance
"the well of shades (the bridei chronicles, #3)",juliet marillier,8.54,fantasy
"secrets of a summer night (wallflowers, #1)",lisa kleypas,8.04,romance
the principia : mathematical principles of natural philosophy,isaac newton,8.48,documentary
picnic at hanging rock,joan lindsay,7.34,mystery
alamut,vladimir bartol,8.64,history
dogshit saved my life,karl wiggins,8.3,comedy
"the score (off-campus, #3)",elle kennedy,8.36,romance
"hopeless (hopeless, #1)",colleen hoover,8.54,romance
"savor the moment (bride quartet, #3)",nora roberts,8.28,romance
"by the shores of silver lake  (little house, #5)",laura ingalls wilder,8.34,history
"fixed on you (fixed, #1)",laurelin paige,8.26,romance
"asylum (asylum, #1)",madeleine roux,7.28,horror
the declaration of independence / the constitution of the united states,founding fathers,8.88,history
"out of breath (breathing, #3)",rebecca    donovan,8.62,romance
barchester towers (chronicles of barsetshire #2),anthony trollope,8.08,history
"evil star (power of five, #2)",anthony horowitz,7.96,fantasy
"house of chains (malazan book of the fallen, #4)",steven erikson,8.68,fantasy
"erebos (erebos, #1)",ursula poznanski,8.18,thriller
one day in december,josie silver,7.74,romance
not that bad: dispatches from rape culture,roxane gay,8.84,documentary
the visit: a tragi-comedy,friedrich dürrenmatt,7.38,drama
say you're one of them,uwem akpan,7.08,history
"my soul to keep (soul screamers, #3)",rachel vincent,8.16,horror
and to think that i saw it on mulberry street,dr. seuss,7.98,comedy
"the legend of luke (redwall, #12)",brian jacques,8.06,fantasy
"the marriage trap (marriage to a billionaire, #2)",jennifer probst,7.76,romance
equador,miguel sousa tavares,8.3,history
a love story how god pursued me and found me: an impossibly true story,samantha ryan chandler,8.24,documentary
"i feel bad about my neck, and other thoughts on being a woman",nora ephron,7.48,documentary
"the body reader (detective jude fontaine mysteries, #1)",anne frasier,8.42,mystery
"the war of two queens (blood and ash, #4)",jennifer l. armentrout,8.16,fantasy
"among the betrayed (shadow children, #3)",margaret peterson haddix,8.12,science fiction
mother courage and her children,bertolt brecht,7.26,drama
the smoke jumper,nicholas evans,8.12,romance
"the scar (new crobuzon, #2)",china miéville,8.36,fantasy
the gay science: with a prelude in rhymes and an appendix of songs,friedrich nietzsche,8.52,documentary
the fountains of silence,ruta sepetys,8.62,history
a single shard,linda sue park,7.86,history
"trial by fire (raised by wolves, #2)",jennifer lynn barnes,8.24,fantasy
"bones of the hills (conqueror, #3)",conn iggulden,8.74,history
the shock of the fall,nathan filer,7.52,documentary
the ruins,scott        smith,7.32,horror
touching the void: the true story of one man's miraculous survival,joe simpson,8.44,documentary
"the starbirth assignment: shifter (starbirth, #1 part 1)",j.m. johnson,8.02,science fiction
"naked empire (sword of truth, #8)",terry goodkind,7.64,fantasy
"reckoning (strange angels, #5)",lili st. crow,8.2,fantasy
"it had to be you (chicago stars, #1)",susan elizabeth phillips,8.02,romance
"gone tomorrow (jack reacher, #13)",lee child,8.38,thriller
"winter turning (wings of fire, #7)",tui t. sutherland,9.02,fantasy
animal farm,george orwell,7.96,science fiction
open house,elizabeth berg,7.4,romance
the future of an illusion,sigmund freud,7.54,documentary
"peter and the shadow thieves (peter and the starcatchers, #2)",dave barry,8.34,fantasy
"cirkeln (engelsfors, #1)",mats strandberg,7.68,fantasy
le voleur d'ombres,marc levy,7.82,romance
the general in his labyrinth,gabriel garcía márquez,7.38,history
"pines (wayward pines, #1)",blake crouch,7.88,thriller
spark joy: an illustrated master class on the art of organizing and tidying up,marie kondō,7.76,documentary
daisy jones & the six,taylor jenkins reid,8.44,history
good grief,lolly winston,7.46,romance
cry to heaven,anne rice,7.74,history
"sunset (warriors: the new prophecy, #6)",erin hunter,8.76,fantasy
the swerve: how the world became modern,stephen greenblatt,7.72,history
"palace of treason (red sparrow trilogy, #2)",jason  matthews,8.4,thriller
"the rescue (ryan decker, #1)",steven konkoly,8.26,thriller
a three dog life,abigail thomas,7.52,documentary
my life in france,julia child,8.3,documentary
