title,author,rating,overview,genres,url
The Color Purple,Alice Walker,8.52,"Winner of the Pulitzer Prize and the National Book Award. Alice Walker's iconic modern classic is now a Penguin Book.A powerful cultural touchstone of modern American literature, The Color Purple depicts the lives of African American women in early twentieth-century rural Georgia. Separated as girls, sisters Celie and Nettie sustain their loyalty to and hope in each other across time, distance and silence. Through a series of letters spanning twenty years, first from Celie to God, then the sisters to each other despite the unknown, the novel draws readers into its rich and memorable portrayals of Celie, Nettie, Shug Avery and Sofia and their experience. The Color Purple broke the silence around domestic and sexual abuse, narrating the lives of women through their pain and struggle, companionship and growth, resilience and bravery. Deeply compassionate and beautifully imagined, Alice Walker's epic carries readers on a spirit-affirming journey towards redemption and love.","Classics,Fiction,Historical Fiction,Feminism,LGBT,Historical,Queer",https://www.amazon.com/s?k=TheColorPurple&crid=TOQJCXSNICLI&sprefix=TheColorPurple%2Caps%2C163&ref=nb_sb_noss_1k=TheColorPurple
One Flew Over the Cuckoo's Nest,Ken Kesey,8.4,"Alternate cover edition of ISBN 9780451163967Tyrannical Nurse Ratched rules her ward in an Oregon State mental hospital with a strict and unbending routine, unopposed by her patients, who remain cowed by mind-numbing medication and the threat of electric shock therapy. But her regime is disrupted by the arrival of McMurphy – the swaggering, fun-loving trickster with a devilish grin who resolves to oppose her rules on behalf of his fellow inmates. His struggle is seen through the eyes of Chief Bromden, a seemingly mute half-Indian patient who understands McMurphy's heroic attempt to do battle with the powers that keep them imprisoned. Ken Kesey's extraordinary first novel is an exuberant, ribald and devastatingly honest portrayal of the boundaries between sanity and madness.","Classics,Fiction,Psychology,Literature,Novels,Mental Health,School",https://www.amazon.com/s?k=OneFlewOvertheCuckoo'sNest&crid=TOQJCXSNICLI&sprefix=OneFlewOvertheCuckoo'sNest%2Caps%2C163&ref=nb_sb_noss_1k=OneFlewOvertheCuckoo%27sNest
"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,8.78,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkness bind them.In ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, the Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.","Fantasy,Classics,Fiction,Adventure,High Fantasy,Science Fiction Fantasy,Epic Fantasy",https://www.amazon.com/s?k=TheFellowshipoftheRing&crid=TOQJCXSNICLI&sprefix=TheFellowshipoftheRing%2Caps%2C163&ref=nb_sb_noss_1k=TheFellowshipoftheRing
My Sister's Keeper,Jodi Picoult,8.2,"New York Times best-selling author Jodi Picoult is widely acclaimed for her keen insights into the hearts and minds of real people. Now she tells the emotionally riveting story of a family torn apart by conflicting needs and a passionate love that triumphs over human weakness. Anna is not sick, but she might as well be. By age 13 she has undergone countless surgeries, transfusions, and shots so that her older sister, Kate, can somehow fight the leukemia that has plagued her since childhood. The product of preimplantation genetic diagnosis, Anna was conceived as a bone marrow match for Kate—a life and a role that she has never challenged ... until now. Like most teenagers, Anna is beginning to question who she truly is. But unlike most teenagers, she has always been defined in terms of her sister—and so Anna makes a decision that for most would be unthinkable, a decision that will tear her family apart and have perhaps fatal consequences for the sister she loves. My Sister's Keeper examines what it means to be a good parent, a good sister, a good person. Is it morally correct to do whatever it takes to save a child's life, even if that means infringing upon the rights of another? Is it worth trying to discover who you really are if that quest makes you like yourself less? Should you follow your own heart or let others lead you? Once again, in My Sister's Keeper, Jodi Picoult tackles a controversial real-life subject with grace, wisdom, and sensitivity.","Fiction,Contemporary,Chick Lit,Young Adult,Drama,Adult,Adult Fiction",https://www.amazon.com/s?k=MySister'sKeeper&crid=TOQJCXSNICLI&sprefix=MySister'sKeeper%2Caps%2C163&ref=nb_sb_noss_1k=MySister%27sKeeper
A Tree Grows in Brooklyn,Betty  Smith,8.58,"The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's A Tree Grows in Brooklyn is a poignant and moving tale filled with compassion and cruelty, laughter and heartache, crowded with life and people and incident. The story of young, sensitive, and idealistic Francie Nolan and her bittersweet formative years in the slums of Williamsburg has enchanted and inspired millions of readers for more than sixty years. By turns overwhelming, sublime, heartbreaking, and uplifting, the daily experiences of the unforgettable Nolans are raw with honesty and tenderly threaded with family connectedness -- in a work of literary art that brilliantly captures a unique time and place as well as incredibly rich moments of universal experience.","Classics,Fiction,Historical Fiction,Young Adult,Coming Of Age,Historical,New York",https://www.amazon.com/s?k=ATreeGrowsinBrooklyn&crid=TOQJCXSNICLI&sprefix=ATreeGrowsinBrooklyn%2Caps%2C163&ref=nb_sb_noss_1k=ATreeGrowsinBrooklyn
The Road,Cormac McCarthy,7.96,"A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.","Fiction,Science Fiction,Dystopia,Post Apocalyptic,Classics,Horror,Literature",https://www.amazon.com/s?k=TheRoad&crid=TOQJCXSNICLI&sprefix=TheRoad%2Caps%2C163&ref=nb_sb_noss_1k=TheRoad
And Then There Were None,Agatha Christie,8.56,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder. A famous nursery rhyme is framed and hung in every room of the mansion:""Ten little boys went out to dine One choked his little self and then there were nine. Nine little boys sat up very late One overslept himself and then there were eight. Eight little boys traveling in Devon One said he'd stay there then there were seven. Seven little boys chopping up sticks One chopped himself in half and then there were six. Six little boys playing with a hive A bumblebee stung one and then there were five. Five little boys going in for law One got in Chancery and then there were four. Four little boys going out to sea A red herring swallowed one and then there were three. Three little boys walking in the zoo A big bear hugged one and then there were two. Two little boys sitting in the sun One got frizzled up and then there was one. One little boy left all alone He went out and hanged himself and then there were none.""When they realize that murders are occurring as described in the rhyme, terror mounts. One by one they fall prey. Before the weekend is out, there will be none. Who has choreographed this dastardly scheme? And who will be left to tell the tale? Only the dead are above suspicion.","Mystery,Fiction,Crime,Thriller,Mystery Thriller,Classics,Audiobook",https://www.amazon.com/s?k=AndThenThereWereNone&crid=TOQJCXSNICLI&sprefix=AndThenThereWereNone%2Caps%2C163&ref=nb_sb_noss_1k=AndThenThereWereNone
"The Golden Compass (His Dark Materials, #1)",Philip Pullman,8.04,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other.","Fantasy,Young Adult,Fiction,Childrens,Adventure,Middle Grade,Science Fiction",https://www.amazon.com/s?k=TheGoldenCompass&crid=TOQJCXSNICLI&sprefix=TheGoldenCompass%2Caps%2C163&ref=nb_sb_noss_1k=TheGoldenCompass
"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,8.28,"Imbued on every page with Frank McCourt's astounding humor and compassion. This is a glorious book that bears all the marks of a classic.""When I look back on my childhood I wonder how I managed to survive at all. It was, of course, a miserable childhood: the happy childhood is hardly worth your while. Worse than the ordinary miserable childhood is the miserable Irish childhood, and worse yet is the miserable Irish Catholic childhood."" So begins the Pulitzer Prize winning memoir of Frank McCourt, born in Depression-era Brooklyn to recent Irish immigrants and raised in the slums of Limerick, Ireland. Frank's mother, Angela, has no money to feed the children since Frank's father, Malachy, rarely works, and when he does he drinks his wages. Yet Malachy—exasperating, irresponsible and beguiling—does nurture in Frank an appetite for the one thing he can provide: a story. Frank lives for his father's tales of Cuchulain, who saved Ireland, and of the Angel on the Seventh Step, who brings his mother babies. Perhaps it is story that accounts for Frank's survival. Wearing rags for diapers, begging a pig's head for Christmas dinner and gathering coal from the roadside to light a fire, Frank endures poverty, near-starvation and the casual cruelty of relatives and neighbors—yet lives to tell his tale with eloquence, exuberance and remarkable forgiveness. Angela's Ashes, imbued on every page with Frank McCourt's astounding humor and compassion, is a glorious book that bears all the marks of a classic.","Nonfiction,Memoir,Biography,Classics,Ireland,Autobiography,Biography Memoir",https://www.amazon.com/s?k=Angela'sAshes&crid=TOQJCXSNICLI&sprefix=Angela'sAshes%2Caps%2C163&ref=nb_sb_noss_1k=Angela%27sAshes
"Vampire Academy (Vampire Academy, #1)",Richelle Mead,8.22,"Only a true best friend can protect you from your immortal enemies...Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earth's magic. She must be protected at all times from Strigoi the fiercest vampires—the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissa's best friend, makes her a dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.After two years of freedom, Rose and Lissa are caught and dragged back to St. Vladimir's Academy, a school for vampire royalty and their guardians-to-be, hidden in the deep forests of Montana. But inside the iron gates, life is even more fraught with danger... and the Strigoi are always close by.Rose and Lissa must navigate their dangerous world, confront the temptations of forbidden love, and never once let their guard down, lest the evil undead make Lissa one of them forever...","Young Adult,Fantasy,Vampires,Paranormal,Romance,Urban Fantasy,Fiction",https://www.amazon.com/s?k=VampireAcademy&crid=TOQJCXSNICLI&sprefix=VampireAcademy%2Caps%2C163&ref=nb_sb_noss_1k=VampireAcademy
To Kill a Mockingbird,Harper Lee,8.52,"'Shoot all the bluejays you want, if you can hit 'em, but remember it's a sin to kill a mockingbird.'A lawyer's advice to his children as he defends the real mockingbird of Harper Lee's classic novel - a black man charged with the rape of a white girl. Through the young eyes of Scout and Jem Finch, Harper Lee explores with exuberant humour the irrationality of adult attitudes to race and class in the Deep South of the 1930s. The conscience of a town steeped in prejudice, violence and hypocrisy is pricked by the stamina of one man's struggle for justice. But the weight of history will only tolerate so much.","Classics,Fiction,Historical Fiction,School,Literature,Young Adult,Historical",https://www.amazon.com/s?k=ToKillaMockingbird&crid=TOQJCXSNICLI&sprefix=ToKillaMockingbird%2Caps%2C163&ref=nb_sb_noss_1k=ToKillaMockingbird
It,Stephen King,8.5,"Welcome to Derry, Maine ...It’s a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name.","Horror,Fiction,Thriller,Fantasy,Audiobook,Classics,Mystery",https://www.amazon.com/s?k=It&crid=TOQJCXSNICLI&sprefix=It%2Caps%2C163&ref=nb_sb_noss_1k=It
"The Shining (The Shining, #1)",Stephen King,8.52,"Jack Torrance's new job at the Overlook Hotel is the perfect chance for a fresh start. As the off-season caretaker at the atmospheric old hotel, he'll have plenty of time to spend reconnecting with his family and working on his writing. But as the harsh winter weather sets in, the idyllic location feels ever more remote...and more sinister. And the only one to notice the strange and terrible forces gathering around the Overlook is Danny Torrance, a uniquely gifted five-year-old.","Horror,Fiction,Thriller,Classics,Fantasy,Paranormal,Mystery",https://www.amazon.com/s?k=TheShining&crid=TOQJCXSNICLI&sprefix=TheShining%2Caps%2C163&ref=nb_sb_noss_1k=TheShining
The Complete Stories and Poems,Edgar Allan Poe,8.76,"This single volume brings together all of Poe's stories and poems, and illuminates the diverse and multifaceted genius of one of the greatest and most influential figures in American literary history.","Classics,Poetry,Horror,Fiction,Short Stories,Gothic,Mystery",https://www.amazon.com/s?k=TheCompleteStoriesandPoems&crid=TOQJCXSNICLI&sprefix=TheCompleteStoriesandPoems%2Caps%2C163&ref=nb_sb_noss_1k=TheCompleteStoriesandPoems
